29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,33,34,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,33,57,57,57,57,57,57,57,57,57,57,58,56,57,57,57,57,57,57,57,57,57,34,29,29,29,29
29,29,33,58,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,28,29,29,29,29
29,29,30,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,28,29,29,29,29
29,29,30,140,140,140,0,1,2,140,140,140,140,140,140,140,140,140,140,0,1,2,140,140,140,28,29,29,29,29
29,29,30,140,140,140,22,23,24,140,140,140,140,140,140,140,140,140,140,22,23,24,140,140,140,28,29,29,29,29
29,29,30,140,140,140,44,45,46,140,140,140,140,140,140,140,140,140,140,44,45,46,140,140,140,28,29,29,29,29
29,29,30,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,28,29,29,29,29
29,29,30,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,28,29,29,29,29
29,29,30,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,28,29,29,29,29
29,29,30,140,140,140,-1610612666,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1073741754,140,140,56,34,29,29,29
29,29,30,140,140,140,-1073741799,0,-1610612714,-1610612714,-1610612714,-1610612714,-1610612714,-1610612714,-1610612714,-1610612714,-1610612714,-1610612714,-1610612714,-1610612714,-1610612714,-1610612736,25,140,140,140,28,29,29,29
29,29,30,140,140,140,-1073741799,22,140,140,140,140,140,140,140,140,140,140,140,140,140,-1073741802,25,140,140,140,28,29,29,29
29,29,30,140,140,140,-1073741799,22,140,140,140,140,140,140,140,140,140,140,140,140,140,-1073741802,25,140,140,140,28,29,29,29
29,29,30,140,140,140,-1073741799,22,140,140,140,140,140,140,140,140,140,140,140,140,140,-1073741802,25,140,140,140,28,29,29,29
29,29,30,140,140,140,-1073741799,22,140,140,140,140,140,140,140,140,140,140,140,140,140,-1073741802,25,140,140,140,28,29,29,29
29,29,30,140,140,140,-1073741799,22,140,140,140,140,140,140,140,140,140,140,140,140,140,-1073741802,25,140,140,140,28,29,29,29
29,29,30,140,140,140,-1073741799,22,140,140,140,140,140,140,140,140,140,140,140,140,140,-1073741802,25,140,140,140,28,29,29,29
29,29,30,140,140,140,-1073741799,22,140,140,140,140,140,140,140,140,140,140,140,140,140,-1073741802,25,140,140,140,28,29,29,29
29,29,30,140,140,140,-1073741799,22,140,140,140,140,140,140,140,140,140,140,140,140,140,-1073741802,25,140,140,140,28,29,29,29
29,29,30,140,140,140,-1073741799,22,140,140,140,140,140,140,140,140,140,140,140,140,140,-1073741802,25,140,140,140,28,29,29,29
29,29,61,2,140,140,-1073741799,22,140,140,140,140,140,140,140,140,140,140,140,140,140,-1073741802,25,140,140,140,28,29,29,29
29,29,33,58,140,140,-1073741799,1610612736,1610612758,1610612758,1610612758,1610612758,1610612758,1610612758,1610612758,1610612758,1610612758,1610612758,1610612758,1610612758,1610612758,-1073741824,25,140,140,140,28,29,29,29
29,29,30,140,140,140,70,1610612761,1610612761,1610612761,1610612761,1610612761,1610612761,1610612761,1610612761,1610612761,1610612761,1610612761,1610612761,1610612761,1610612761,1610612761,1610612806,140,140,140,28,29,29,29
29,29,30,140,140,140,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,-1073741758,140,140,140,28,29,29,29
29,29,61,2,140,140,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,-1073741758,140,140,140,28,29,29,29
29,29,29,61,2,140,140,-1073741756,67,67,67,67,67,67,67,67,67,67,67,67,67,68,140,140,140,140,28,29,29,29
29,29,29,29,30,140,140,140,-1073741756,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,68,140,140,140,140,140,28,29,29,29
29,29,29,29,61,2,140,140,140,-1073741756,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,-1610612711,68,140,140,140,140,140,0,62,29,29,29
29,29,29,29,29,61,2,140,140,140,-1073741756,67,67,67,67,67,67,67,68,140,0,1,1,1,1,62,29,29,29,29
29,29,29,29,29,29,61,2,140,140,140,66,67,67,67,67,67,-1073741758,140,0,62,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,61,1,1,1,1,1,1,1,1,1,1,1,62,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
